symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
SO,79.23,0.507,4662056,86632458900,2.88,61.56-80.84,0.36,The Southern Company,USD,0000092122,US8425871071,842587107,New York Stock Exchange,NYSE,Regulated Electric,https://www.southerncompany.com,"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. It operates through Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services segments. The company also develops, constructs, acquires, owns, and manages power generation assets, including renewable energy projects and sells electricity in the wholesale market; and distributes natural gas in Illinois, Georgia, Virginia, and Tennessee, as well as provides gas marketing services, wholesale gas services, and gas pipeline investments operations. In addition, it owns and/or operates 30 hydroelectric generating stations, 24 fossil fuel generating stations, three nuclear generating stations, 13 combined cycle/cogeneration stations, 45 solar facilities, 15 wind facilities, one fuel cell facility, and four battery storage facility; and constructs, operates, and maintains 76,289 miles of natural gas pipelines and 14 storage facilities with total capacity of 157 Bcf to provide natural gas to residential, commercial, and industrial customers. The company serves approximately 8.7 million electric and gas utility customers. Further, the company offers digital wireless communications and fiber optics services. The Southern Company was incorporated in 1945 and is headquartered in Atlanta, Georgia.",Mr. Christopher C. Womack,Utilities,US,27819,404 506 5000,"30 Ivan Allen Jr. Boulevard, N.W.",Atlanta,GA,30308,0.586479,67.4135,https://financialmodelingprep.com/image-stock/SO.png,1981-12-31,False,False,True,False,False
LUV,28.14,1.144,9606820,16840579980,0.72,21.91-39.53,0.08,Southwest Airlines Co.,USD,0000092380,US8447411088,844741108,New York Stock Exchange,NYSE,"Airlines, Airports & Air Services",https://www.southwest.com,"Southwest Airlines Co. operates as a passenger airline company that provide scheduled air transportation services in the United States and near-international markets. As of December 31, 2021, the company operated a total fleet of 728 Boeing 737 aircrafts; and served 121 destinations in 42 states, the District of Columbia, and the Commonwealth of Puerto Rico, as well as 10 near-international countries, including Mexico, Jamaica, the Bahamas, Aruba, the Dominican Republic, Costa Rica, Belize, Cuba, the Cayman Islands, and Turks and Caicos. It also provides inflight entertainment and connectivity services on Wi-Fi enabled aircrafts; and Rapid Rewards loyalty program that enables program members to earn points for dollars spent on Southwest base fares. In addition, the company offers a suite of digital platforms to support customers' travel needs, including websites and apps; and SWABIZ, an online booking tool. Further, it provides ancillary services, such as Southwest's EarlyBird Check-In, upgraded boarding, and transportation of pets and unaccompanied minors. The company was incorporated in 1967 and is headquartered in Dallas, Texas.",Mr. Robert E. Jordan,Industrials,US,74695,214 792 4000,PO Box 36611,Dallas,TX,75235-1611,11.8804,16.17959571269295,https://financialmodelingprep.com/image-stock/LUV.png,1980-01-02,False,False,True,False,False
SWK,83.625,1.293,1462400,12868131375,3.24,76.26-104.21,-0.435,"Stanley Black & Decker, Inc.",USD,0000093556,US8545021011,854502101,New York Stock Exchange,NYSE,Manufacturing - Tools & Accessories,https://www.stanleyblackanddecker.com,"Stanley Black & Decker, Inc. engages in the tools and storage and industrial businesses in the United States, Canada, rest of Americas, France, rest of Europe, and Asia. Its Tools & Storage segment offers professional products, including professional grade corded and cordless electric power tools and equipment, and pneumatic tools and fasteners; and consumer products, such as corded and cordless electric power tools primarily under the BLACK+DECKER brand, as well as corded and cordless lawn and garden products and related accessories; home products; and hand tools, power tool accessories, and storage products. This segment sells its products through retailers, distributors, dealers, and a direct sales force to professional end users, distributors, dealers, retail consumers, and industrial customers in various industries. The company's Industrial segment provides engineered fastening systems and products to customers in the automotive, manufacturing, electronics, construction, aerospace, and other industries; sells and rents custom pipe handling, joint welding, and coating equipment for use in the construction of large and small diameter pipelines, as well as provides pipeline inspection services; and sells hydraulic tools and performance-driven heavy equipment attachment tools. This segment serves oil and natural gas pipeline industry and other industrial customers. It also sells automatic doors to commercial customers. The company was formerly known as The Stanley Works and changed its name to Stanley Black & Decker, Inc. in March 2010. Stanley Black & Decker, Inc. was founded in 1843 and is headquartered in New Britain, Connecticut.",Mr. Donald  Allan Jr.,Industrials,US,50000,860-225-5111,1000 Stanley Drive,New Britain,CT,06053,80.45288,3.6071232424587887,https://financialmodelingprep.com/image-stock/SWK.png,1980-03-17,False,False,True,False,False
SBUX,79.82,0.96,11622950,90412114000,2.28,71.8-107.66,0.1,Starbucks Corporation,USD,0000829224,US8552441094,855244109,NASDAQ Global Select,NASDAQ,Restaurants,https://www.starbucks.com,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brands. As of October 3, 2021, it operated 16,826 company-operated and licensed stores in North America; and 17,007 company-operated and licensed stores internationally. The company was founded in 1971 and is based in Seattle, Washington.",Mr. Laxman  Narasimhan,Consumer Cyclical,US,381000,206 447 1575,2401 Utah Avenue South,Seattle,WA,98134,6.91888,72.80111741477121,https://financialmodelingprep.com/image-stock/SBUX.png,1992-06-26,False,False,True,False,False
STT,72.48,1.496,2306559,21835252320,2.76,62.78-79.9,0.08,State Street Corporation,USD,0000093751,US8574771031,857477103,New York Stock Exchange,NYSE,Asset Management,https://www.statestreet.com,"State Street Corporation, through its subsidiaries, provides a range of financial products and services to institutional investors worldwide. The company offers investment servicing products and services, including custody; product accounting; daily pricing and administration; master trust and master custody; depotbank services; record-keeping; cash management; foreign exchange, brokerage and other trading services; securities finance and enhanced custody products; deposit and short-term investment facilities; loans and lease financing; investment manager and alternative investment manager operations outsourcing; performance, risk, and compliance analytics; and financial data management to support institutional investors. It also engages in the provision of portfolio management and risk analytics, as well as trading and post-trade settlement services with integrated compliance and managed data. In addition, the company offers investment management strategies and products, such as core and enhanced indexing, multi-asset strategies, active quantitative and fundamental active capabilities, and alternative investment strategies. Further, it provides services and solutions, including environmental, social, and governance investing; defined benefit and defined contribution; and global fiduciary solutions, as well as exchange-traded fund under the SPDR ETF brand. The company provides its products and services to mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance companies, foundations, endowments, and investment managers. State Street Corporation was founded in 1792 and is headquartered in Boston, Massachusetts.",Mr. Ronald Philip O'Hanley,Financial Services,US,45871,617 786 3000,State Street Financial Center,Boston,MA,02111,80.2825,-7.792504570324007,https://financialmodelingprep.com/image-stock/STT.png,1980-03-17,False,False,True,False,False
STLD,125.95,1.41,1130533,19790901350,1.84,95.53-151.34,0.27,"Steel Dynamics, Inc.",USD,0001022671,US8581191009,858119100,NASDAQ Global Select,NASDAQ,Steel,https://stld.steeldynamics.com,"Steel Dynamics, Inc., together with its subsidiaries, operates as a steel producer and metal recycler in the United States. It operates through three segments: Steel Operations, Metals Recycling Operations, and Steel Fabrication Operations. The Steel Operations segment offers hot roll, cold roll, and coated steel products; parallel flange beams and channel sections, flat bars, large unequal leg angles, and reinforcing bars, as well as standard strength carbon, intermediate alloy hardness, and premium grade rail products; and engineered special-bar-quality products, merchant-bar-quality products, and other engineered round steel bars. The company also engages in turning, polishing, straightening, chamfering, threading, precision saw-cutting, and heat treating of bar products; and cutting to length, straightening, hole punching, shot blasting, welding, galvanizing, and coating of specialty products. Its products are used in construction, automotive, manufacturing, transportation, heavy and agriculture equipment, and pipe and tube markets. This segment sells directly to end-users, steel fabricators, and service centers. The Metals Recycling Operations segment purchases, processes, and resells ferrous and nonferrous scrap metals into reusable forms and grades. Its ferrous products include heavy melting steel, busheling, bundled scrap, shredded scrap, steel turnings, and cast-iron products; and nonferrous products comprise aluminum, brass, copper, stainless steel, and other nonferrous metals. This segment also provides transportation logistics, marketing, brokerage, and scrap management services. The Steel Fabrication Operations segment produces non-residential steel building components, such as steel joists, girders, trusses, and steel deck products. The company also exports its products. Steel Dynamics, Inc. was incorporated in 1993 and is headquartered in Fort Wayne, Indiana.",Mr. Mark D. Millett,Basic Materials,US,12600,260 969 3500,7575 West Jefferson Boulevard,Fort Wayne,IN,46804,-84.09315,209.7731535282666,https://financialmodelingprep.com/image-stock/STLD.png,1996-11-22,False,False,True,False,False
STE,218.75,0.852,564701,21624137500,2.08,195.47-254.0,-0.56,STERIS plc,USD,0001757898,IE00BFY8C754,G8473T100,New York Stock Exchange,NYSE,Medical - Devices,https://www.steris.com,"STERIS plc provides infection prevention and other procedural products and services worldwide. It operates through four segments: Healthcare, Applied Sterilization Technologies, Life Sciences, and Dental. The Healthcare segment offers cleaning chemistries and sterility assurance products; automated endoscope reprocessing system and tracking products; accessories for gastrointestinal (GI) procedures, washers, sterilizers, and other pieces of capital equipment for the operation of a sterile processing department; and equipment used directly in the operating room, including surgical tables, lights, and connectivity solutions, as well as equipment management services. It also provides capital equipment installation, maintenance, upgradation, repair, and troubleshooting services; preventive maintenance programs and repair services; instrument and endoscope repair and maintenance services; and custom process improvement consulting and outsourced instrument sterile processing services. The Applied Sterilization Technologies segment provides contract sterilization and testing services for medical device and pharmaceutical manufacturers through a network of approximately 50 contract sterilization and laboratory facilities. The Life Sciences segment designs, manufactures and sells consumable products, such as formulated cleaning chemistries, barrier and sterility assurance products, steam and vaporized hydrogen peroxide sterilizers, and washer disinfectors. This segment also offers equipment installation, maintenance, upgradation, repair, and troubleshooting services; and preventive maintenance programs and repair services. The Dental segment provides hand and powered dental instruments, infection control products, personal protective equipment, and water quality products for dental suite. The company serves its products and services to hospitals, other healthcare providers, and pharmaceutical manufacturers. The company was founded in 1985 and is based in Dublin, Ireland.",Mr. Daniel A. Carestio,Healthcare,IE,18000,353 1 232 2000,70 Sir John Rogerson’s Quay,Dublin,,D02 R296,-21.7805,241.0905038349825,https://financialmodelingprep.com/image-stock/STE.png,1992-06-01,False,False,True,False,False
SYK,340.73,0.925,1289946,129801093500,3.2,249.98-361.41,-0.62,Stryker Corporation,USD,0000310764,US8636671013,863667101,New York Stock Exchange,NYSE,Medical - Devices,https://www.stryker.com,"Stryker Corporation operates as a medical technology company. The company operates through two segments, MedSurg and Neurotechnology, and Orthopaedics and Spine. The Orthopaedics and Spine segment provides implants for use in hip and knee joint replacements, and trauma and extremities surgeries. This segment also offers spinal implant products comprising cervical, thoracolumbar, and interbody systems that are used in spinal injury, deformity, and degenerative therapies. The MedSurg and Neurotechnology segment offers surgical equipment and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, reprocessed and remanufactured medical devices, and other medical device products that are used in various medical specialties. This segment also provides neurotechnology products, which include products used for minimally invasive endovascular techniques; products for brain and open skull based surgical procedures; orthobiologic and biosurgery products, such as synthetic bone grafts and vertebral augmentation products; minimally invasive products for the treatment of acute ischemic and hemorrhagic stroke; and craniomaxillofacial implant products, including cranial, maxillofacial, and chest wall devices, as well as dural substitutes and sealants. The company sells its products to doctors, hospitals, and other healthcare facilities through company-owned subsidiaries and branches, as well as third-party dealers and distributors in approximately 75 countries. Stryker Corporation was founded in 1941 and is headquartered in Kalamazoo, Michigan.",Mr. Kevin A. Lobo,Healthcare,US,52000,269 385 2600,2825 Airview Boulevard,Kalamazoo,MI,49002,132.17388,209.1761157655243,https://financialmodelingprep.com/image-stock/SYK.png,1980-03-17,False,False,True,False,False
SMCI,886.2186,1.229,6188806,51893859451,0.0,213.08-1229.0,-31.4164,"Super Micro Computer, Inc.",USD,0001375365,US86800U1043,86800U104,NASDAQ Global Select,NASDAQ,Computer Hardware,https://www.supermicro.com,"Super Micro Computer, Inc., together with its subsidiaries, develops and manufactures high-performance server and storage solutions based on modular and open architecture. Its solutions range from complete server, storage, modular blade servers, blades, workstations, full racks, networking devices, server management software, and server sub-systems, as well as support and services. The company also provides application-optimized server solutions, including rackmount and blade servers, storage systems, and subsystems and accessories; and server software management solutions, such as Server Management Suite, including Supermicro Server Manager, Supermicro Power Management software, Supermicro Update Manager, and SuperDoctor 5. In addition, it offers server subsystems and accessories comprising server boards, chassis, power supplies, and other accessories. Further, the company provides server and storage system integration, configuration, and software upgrade and update services; and technical documentation services, as well as identifies service requirements, creates and executes project plans, and conducts verification testing and training services. Additionally, it offers help desk and on-site product support services for its server and storage systems; and customer support services, including ongoing maintenance and technical support for its products. The company provides its products to enterprise data centers, cloud computing, artificial intelligence, and 5G and edge computing markets. It sells its products through direct sales force, distributors, value-added resellers, system integrators, and original equipment manufacturers. The company primarily operates in the United States, Europe, Asia, and internationally. Super Micro Computer, Inc. was incorporated in 1993 and is headquartered in San Jose, California.",Mr. Charles  Liang,Technology,US,5126,408 503 8000,980 Rock Avenue,San Jose,CA,95131,866.66323,50.971770660799905,https://financialmodelingprep.com/image-stock/SMCI.png,2007-03-29,False,False,True,False,False
SYF,44.52,1.6,4098319,17876738880,1.0,27.295-46.72,-0.41,Synchrony Financial,USD,0001601712,US87165B1035,87165B103,New York Stock Exchange,NYSE,Financial - Credit Services,https://www.synchrony.com,"Synchrony Financial, together with its subsidiaries, operates as a consumer financial services company in the United States. It provides credit products, such as credit cards, commercial credit products, and consumer installment loans. The company also offers private label credit cards, dual cards, co-brand and general purpose credit cards, short- and long-term installment loans, and consumer banking products; and deposit products, including certificates of deposit, individual retirement accounts, money market accounts, and savings accounts to retail and commercial customers, as well as accepts deposits through third-party securities brokerage firms. In addition, it provides debt cancellation products to its credit card customers through online, mobile, and direct mail; healthcare payments and financing solutions under the CareCredit, Pets Best, and Walgreens brands; payments and financing solutions in the apparel, specialty retail, outdoor, music, and luxury industries; and point-of-sale consumer financing for audiology products and dental services. The company offers its credit products through programs established with a group of national and regional retailers, local merchants, manufacturers, buying groups, industry associations, and healthcare service providers; and deposit products through various channels, such as digital and print. It serves digital, health and wellness, retail, home, auto, powersports, jewelry, pets, and other industries. Synchrony Financial was founded in 1932 and is headquartered in Stamford, Connecticut.",Mr. Brian D. Doubles,Financial Services,US,20000,203 585 2400,777 Long Ridge Road,Stamford,CT,06902,-290.63909,327.53408665661806,https://financialmodelingprep.com/image-stock/SYF.png,2014-07-31,False,False,True,False,False
SNPS,602.78,1.074,893456,92355540480,0.0,416.87-629.38,-7.4,"Synopsys, Inc.",USD,0000883241,US8716071076,871607107,NASDAQ Global Select,NASDAQ,Software - Infrastructure,https://www.synopsys.com,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits. The company offers Fusion Design Platform that provides digital design implementation solutions; Verification Continuum Platform that provides virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; and FPGA design products that are programmed to perform specific functions. It also provides intellectual property (IP) solutions for USB, PCI Express, DDR, Ethernet, SATA, MIPI, HDMI, and Bluetooth low energy applications; analog IP, including data converters and audio codecs; and system-on-chip (SoC) infrastructure IP, datapath and building block IP, and verification IP products, as well as mathematical and floating-point components, and Arm AMBA interconnect fabric and peripherals. In addition, the company offers logic libraries and embedded memories; configurable processor cores and application-specific instruction-set processor tools for embedded applications; IP subsystems for audio, sensor, and data fusion functionality; and security IP solutions. Further, it provides Platform Architect solutions for SoC architecture analysis and optimization; virtual prototyping solutions; and HAPS FPGA-based prototyping systems, as well as a series of tools used in the design of optical systems and photonic devices. Additionally, the company offers security testing, managed services, programs and professional services, and training that enable its customers to detect and remediate security vulnerabilities, and defects in the software development lifecycle, as well as manufacturing solutions. It serves electronics, financial services, automotive, medicine, energy, and industrial areas. The company was incorporated in 1986 and is headquartered in Mountain View, California.",Mr. Sassine  Ghazi,Technology,US,20300,650 584 5000,690 East Middlefield Road,Mountain View,CA,94043,299.01959,311.1604137009863,https://financialmodelingprep.com/image-stock/SNPS.png,1992-02-26,False,False,True,False,False
SYY,73.335,1.17,2955895,36519509970,2.04,62.24-82.89,0.585,Sysco Corporation,USD,0000096021,US8718291078,871829107,New York Stock Exchange,NYSE,Food Distribution,https://www.sysco.com,"Sysco Corporation, through its subsidiaries, engages in the marketing and distribution of various food and related products primarily to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through U.S. Foodservice Operations, International Foodservice Operations, SYGMA, and Other segments. The company distributes frozen foods, such as meats, seafood, fully prepared entrées, fruits, vegetables, and desserts; canned and dry foods; fresh meats and seafood; dairy products; beverage products; imported specialties; and fresh produce. It also supplies various non-food items, including paper products comprising disposable napkins, plates, and cups; tableware consisting of China and silverware; cookware, which include pots, pans, and utensils; restaurant and kitchen equipment and supplies; and cleaning supplies. The company serves restaurants, hospitals and nursing homes, schools and colleges, hotels and motels, industrial caterers, and other foodservice venues. As of August 27, 2021, it operated 343 distribution facilities. Sysco Corporation was incorporated in 1969 and is headquartered in Houston, Texas.",Mr. Kevin P. Hourican,Consumer Defensive,US,72000,281 584 1390,1390 Enclave Parkway,Houston,TX,77077-2099,27.05878,48.82122272464837,https://financialmodelingprep.com/image-stock/SYY.png,1973-05-08,False,False,True,False,False
TMUS,175.82,0.497,4912367,206034667000,2.6,131.47-182.67,-0.62,"T-Mobile US, Inc.",USD,0001283699,US8725901040,872590104,NASDAQ Global Select,NASDAQ,Telecommunications Services,https://www.t-mobile.com,"T-Mobile US, Inc., together with its subsidiaries, provides mobile communications services in the United States, Puerto Rico, and the United States Virgin Islands. The company offers voice, messaging, and data services to 108.7 million customers in the postpaid, prepaid, and wholesale markets. It also provides wireless devices, including smartphones, wearables, and tablets and other mobile communication devices, as well as wireless devices and accessories. In addition, the company offers services, devices, and accessories under the T-Mobile and Metro by T-Mobile brands through its owned and operated retail stores, T-Mobile app and customer care channels, and its websites. It also sells its devices to dealers and other third-party distributors for resale through independent third-party retail outlets and various third-party websites. As of December 31, 2021, it operated approximately 102,000 macro cell and 41,000 small cell/distributed antenna system sites. The company was founded in 1994 and is headquartered in Bellevue, Washington.",Mr. G. Michael Sievert,Communication Services,US,67000,425 378 4000,12920 SE 38th Street,Bellevue,WA,98006-1350,161.78014,-0.00014332775343285685,https://financialmodelingprep.com/image-stock/TMUS.png,2007-04-19,False,False,True,False,False
TROW,118.22,1.439,1264248,26398526000,4.96,87.43-132.76,0.03,"T. Rowe Price Group, Inc.",USD,0001113169,US74144T1088,74144T108,NASDAQ Global Select,NASDAQ,Asset Management,https://www.troweprice.com,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It employs socially responsible investing with a focus on environmental, social, and governance issues. It makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. The firm was previously known as T. Rowe Group, Inc. and T. Rowe Price Associates, Inc. T. Rowe Price Group, Inc. was founded in 1937 and is based in Baltimore, Maryland, with additional offices in Colorado Springs, Colorado; Owings Mills, Maryland; San Francisco, California; New York, New York; Philadelphia, Pennsylvania; Tampa, Florida; Toronto, Ontario; Hellerup, Denmark; Amsterdam, The Netherlands; Luxembourg, Grand Duchy of Luxembourg; Zurich, Switzerland; Dubai, United Arab Emirates; London, United Kingdom; Sydney, New South Wales; Hong Kong; Tokyo, Japan; Singapore; Frankfurt, Germany, Madrid, Spain, Milan, Italy, Stockholm, Sweden, Melbourne, Australia, and Amsterdam, Netherlands.","Mr. Robert W. Sharps C.F.A., CPA",Financial Services,US,7878,410 345 2000,100 East Pratt Street,Baltimore,MD,21202,62.29612,55.89387641147689,https://financialmodelingprep.com/image-stock/TROW.png,1986-04-02,False,False,True,False,False
TTWO,156.945,0.841,1684974,27466002780,0.0,130.34-171.59,1.965,"Take-Two Interactive Software, Inc.",USD,0000946581,US8740541094,874054109,NASDAQ Global Select,NASDAQ,Electronic Gaming & Multimedia,https://www.take2games.com,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games, 2K, Private Division, and T2 Mobile Games names. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes and content, as well as develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. The company also publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. In addition, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and PGA TOUR 2K. Further, the company offers Kerbal Space Program, OlliOlli World, and The Outer Worlds and Ancestors: the Humankind Odyssey under Private Division; and free-to-play mobile games, such as Dragon City, Monster Legends, Two Dots, and Top Eleven. Its products are designed for console gaming systems, including PlayStation 4 and PlayStation 5; Xbox One; the Nintendo's Switch; personal computers; and mobile comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.","Mr. Strauss H. Zelnick Esq., J.D.",Technology,US,12371,646 536 2842,110 West 44th Street,New York,NY,10036,84.27091,70.70908891851641,https://financialmodelingprep.com/image-stock/TTWO.png,1997-04-15,False,False,True,False,False
TPR,41.46,1.626,3384596,9526388580,1.4,25.99-48.8,0.15,"Tapestry, Inc.",USD,0001116132,US8760301072,876030107,New York Stock Exchange,NYSE,Luxury Goods,https://www.tapestry.com,"Tapestry, Inc. provides luxury accessories and branded lifestyle products in the United States, Japan, Greater China, and internationally. The company operates in three segments: Coach, Kate Spade, and Stuart Weitzman. It offers women's accessories, including handbags, such as wallets, money pieces, wristlets, and cosmetic cases; novelty accessories comprising address books, time management and travel accessories, sketchbooks, and portfolios; and key rings and charms. The company also provides bag collections, including business cases, computer bags, messenger-style bags, backpacks, and totes; small leather goods, such as wallets, card cases, travel organizers, and belts; and footwear, watches, fragrances, sunglasses, novelty accessories, and ready-to-wear for men. In addition, it offers women's footwear; sunglasses; bracelets, necklaces, rings, and earrings; fragrances and watches; women's seasonal lifestyle apparel collections, including outerwear and ready-to-wear, and cold weather accessories, which comprise gloves, scarves, and hats. Further, the company provides footwear items; and housewares and home accessories for kids, such as fashion bedding and tableware; and stationery and gifts. Additionally, it licenses rights to market and distribute its tech and soft accessories, jewelry, watches, eyewear, and fragrances under the Coach brand; and tableware and housewares, fashion beddings, tech accessories, watches, sleepwear, eyewear, stationery and gifts, and fragrances under the Kate Spade brand. As of July 2, 2022, the company operated through a network of 945 Coach stores, 398 Kate Spade stores, and 100 Stuart Weitzman stores. It sells its products through e-commerce sites and concession shop-in-shops, and wholesale customers, as well as through independent third-party distributors. The company was formerly known as Coach, Inc. and changed its name to Tapestry, Inc. in October 2017. Tapestry, Inc. was founded in 1941 and is headquartered in New York, New York.",Ms. Joanne C. Crevoiserat,Consumer Cyclical,US,12600,212 946 8400,10 Hudson Yards,New York,NY,10001,12.33738,28.972619380410798,https://financialmodelingprep.com/image-stock/TPR.png,2000-10-06,False,False,True,False,False
TRGP,126.03,2.209,1521651,27942993510,3.0,69.86-129.68,-0.29,Targa Resources Corp.,USD,0001389170,US87612G1013,87612G101,New York Stock Exchange,NYSE,Oil & Gas Midstream,https://www.targaresources.com,"Targa Resources Corp., together with its subsidiary, Targa Resources Partners LP, owns, operates, acquires, and develops a portfolio of midstream energy assets in North America. The company operates in two segments, Gathering and Processing, and Logistics and Transportation. It engages in gathering, compressing, treating, processing, transporting, and selling natural gas; storing, fractionating, treating, transporting, and selling natural gas liquids (NGL) and NGL products, including services to liquefied petroleum gas exporters; and gathering, storing, terminaling, purchasing, and selling crude oil. The company is also involved in the purchase and resale of NGL products; and wholesale of propane, as well as provision of related logistics services to multi-state retailers, independent retailers, and other end-users. In addition, it offers NGL balancing services; and transportation services to refineries and petrochemical companies in the Gulf Coast area, as well as purchases, markets, and resells natural gas. The company operates approximately 28,400 miles of natural gas pipelines, including 42 owned and operated processing plants; and owns or operates a total of 34 storage wells with a gross storage capacity of approximately 76 million barrels. As of December 31, 2021, it leased and managed approximately 648 railcars; 119 transport tractors; and two company-owned pressurized NGL barges. The company was incorporated in 2005 and is headquartered in Houston, Texas.",Mr. Matthew J. Meloy,Energy,US,3182,713 584 1000,811 Louisiana Street,Houston,TX,77002,135.45581,-9.135809172461958,https://financialmodelingprep.com/image-stock/TRGP.png,2010-12-07,False,False,True,False,False
TGT,145.28,1.199,3823124,67211903360,4.48,102.93-181.86,1.9,Target Corporation,USD,0000027419,US87612E1064,87612E106,New York Stock Exchange,NYSE,Discount Stores,https://corporate.target.com,"Target Corporation operates as a general merchandise retailer in the United States. The company offers food assortments, including perishables, dry grocery, dairy, and frozen items; apparel, accessories, home décor products, electronics, toys, seasonal offerings, food, and other merchandise; and beauty and household essentials. It also provides in-store amenities, such as Target Café, Target Optical, Starbucks, and other food service offerings. The company sells its products through its stores; and digital channels, including Target.com. As of March 09, 2022, the company operated approximately 2,000 stores. Target Corporation was incorporated in 1902 and is headquartered in Minneapolis, Minnesota.",Mr. Brian C. Cornell,Consumer Defensive,US,415000,612 304 6073,1000 Nicollet Mall,Minneapolis,MN,55403,-54.56194,197.94194003696205,https://financialmodelingprep.com/image-stock/TGT.png,1967-10-18,False,False,True,False,False
TEL,150.445,1.347,1765288,46070621905,2.6,115.0-152.79,-0.055,TE Connectivity Ltd.,USD,0001385157,CH0102993182,H84989104,New York Stock Exchange,NYSE,"Hardware, Equipment & Parts",https://www.te.com,"TE Connectivity Ltd., together with its subsidiaries, manufactures and sells connectivity and sensor solutions in Europe, the Middle East, Africa, the AsiaPacific, and the Americas. The company operates through three segments: Transportation Solutions, Industrial Solutions, and Communications Solutions. The Transportation Solutions segment provides terminals and connector systems and components, sensors, relays, antennas, heat shrink tubing, and application tooling products for use in the automotive, commercial transportation, and sensor markets. The Industrial Solutions segment offers terminals and connector systems and components; and heat shrink tubing, interventional medical components, relays, and wires and cables for aerospace, defense, oil and gas, industrial equipment, medical, and energy markets. The Communications Solutions segment supplies electronic components, such as terminals and connector systems and components, relays, heat shrink tubing, and antennas for the data and devices, and appliances markets. TE Connectivity Ltd. sells its products to approximately 140 countries primarily through direct sales to manufacturers, as well as through third-party distributors. The company was formerly known as Tyco Electronics Ltd. and changed its name to TE Connectivity Ltd. in March 2011. TE Connectivity Ltd. was incorporated in 2000 and is based in Schaffhausen, Switzerland.",Mr. Heath A. Mitts,Technology,CH,85000,41 52 633 66 61,MUehlenstrasse 26,Schaffhausen,,8200,55.94581,94.55418553477524,https://financialmodelingprep.com/image-stock/TEL.png,2007-06-14,False,False,True,False,False
